,HHID,Nonfood Consumption Total (annual) (nominal),Nonfood Consumption Total (annual) (real)
8685,3ad81fb1061d43039dd74f898666d4f0,36696.1394731037,386.21091743940104
8686,835e714343f345f48720512316979fd0,241180.8309748317,2282.2783236656123
8687,e9021efa9fd6474da68dd8a210b26a20,48834.35722812304,462.11630709373827
8688,c2fbabc76de9409294c216285612a729,16015.627830788653,151.55483166039437
8689,2f6d9dabdc02406c9d36ca52da2bf709,32387.903116038273,306.4845946999402
8690,33b0aabedfc24ac08797799e2884eaff,86854.23356910526,821.8958936004528
8691,ecd88336b97a42d89386c13062aefe96,50656.73154697368,479.36131528409373
8692,833c958f7ecf4402bc5579f0e61da37f,39783.09318076213,376.46479136767556
8693,8d72c8b59c1344529ce31435913975a7,227226.09464983878,2150.225572631165
8694,74f3f821d2f54a57b0fd747f010fab89,202065.83372055003,1912.135680061391
8695,2f3123f32f12452490431b45686c7277,461980.34339470917,4371.689571794239
8696,00fc9ca955bc447aaf520e908ff228cd,76499.85747296915,723.9131143564471
8697,93909d27560a4bb2a365d1e13427a35b,38689.372818483775,366.1149875922666
8698,6f32a9e4b38d48788e9ce399b7a565de,62724.737357570746,593.560059687087
8699,4de9883ae7b94b9a890ac8becb3cf518,30068.974086989987,284.54072198118286
