,rexp_cat092,annual_use_value
771,0.0,7.526886464134986
4990,0.0,7.5230165996290035
2688,0.0,7.5172118028700305
8003,0.0,7.507537141605075
7998,0.0,7.507537141605075
3313,0.0,7.505602209352084
6625,0.0,7.488187819075165
4650,0.0,7.484317954569184
1837,0.0,7.478513157810211
8502,0.0,7.4688384965452554
8097,0.0,7.443960796149657
842,0.0,7.43981451275039
261,0.0,7.436773904924261
8631,0.0,7.4301398514854355
3173,0.0,7.4301398514854355
1558,0.0,7.4301398514854355
7618,0.0,7.41853025796749
8530,0.0,7.408855596702534
7469,0.0,7.404985732196551
6466,0.0,7.383701477413651
2098,0.0,7.383425058520366
1469,0.0,7.37983161290767
572,0.0,7.352742561365795
5853,0.0,7.3488726968598135
7387,0.0,7.337263103341868
9915,0.0,7.337263103341868
4164,0.0,7.315978848558966
5847,0.0,7.314043916305975
7829,0.0,7.297458782708909
4072,0.0,7.2946945937760646
4887,0.0,7.279215135752137
1892,0.0,7.2559959487162455
3199,0.0,7.2559959487162455
6165,0.0,7.2443863551983
3245,0.0,7.236646626186336
2687,0.0,7.194078116620534
4011,0.0,7.194078116620533
8833,0.0,7.186891225395138
9578,0.0,7.1855091309287165
796,0.0,7.180533590849596
9158,0.0,7.159249336066696
4825,0.0,7.159249336066695
1991,0.0,7.155379471560714
5942,0.0,7.151509607054732
9265,0.0,7.124420555512858
5481,2942.9602,7.120550691006875
860,0.0,7.101201368476966
9509,4578.3135,7.08959177495902
6983,0.0,7.0818520459470555
8814,0.0,7.078148032777044
2931,0.0,7.0721773846821
7958,0.0,7.0276739428633075
1115,0.0,7.023804078357325
1798,0.0,7.012194484839379
512,0.0,7.006389688080406
1709,0.0,7.002243404681139
5748,0.0,6.975446251490575
4898,0.0,6.965756110767596
8817,0.0,6.965756110767596
1683,0.0,6.965756110767596
3849,0.0,6.965756110767596
6306,0.0,6.965756110767596
1345,0.0,6.965756110767596
5766,0.0,6.958016381755632
6231,0.0,6.95414651724965
7985,0.0,6.947954734040078
4234,0.0,6.946406788237685
499,0.0,6.930927330213757
9310,0.0,6.9077081431778655
1497,0.0,6.9077081431778655
4804,0.0,6.9077081431778655
584,0.0,6.9024561842054615
2149,0.0,6.888358820647955
9075,0.0,6.880619091635992
4031,0.0,6.869009498118046
9949,0.0,6.865139633612064
9074,0.0,6.849660175588135
7546,0.0,6.849660175588135
8260,0.0,6.830310853058225
4356,0.0,6.830310853058225
7382,0.0,6.81870125954028
1151,0.0,6.814831395034298
9602,0.0,6.814831395034298
3496,0.0,6.810961530528316
8623,0.0,6.810961530528315
2885,0.0,6.803221801516352
6115,0.0,6.79935193701037
1723,0.0,6.791612207998406
7456,0.0,6.787742343492424
2301,0.0,6.772262885468496
3676,0.0,6.754848495191576
8425,0.0,6.74130396942064
7432,0.0,6.7335642404086755
9960,0.0,6.7335642404086755
8326,0.0,6.7335642404086755
7154,0.0,6.7335642404086755
4663,0.0,6.716149850131757
8878,0.0,6.714214917878766
4669,0.0,6.714214917878766
1014,0.0,6.714214917878765
5754,0.0,6.704540256613811
9329,0.0,6.697076946495132
6444,0.0,6.656166950289035
537,0.0,6.6522970857830535
4319,0.0,6.636817627759126
4147,0.0,6.62520803424118
6377,0.0,6.623273101988189
2442,0.0,6.611663508470243
2637,0.0,6.61083425179039
879,0.0,6.578769660169396
423,0.0,6.555550473133504
7937,0.0,6.553615540880513
2959,0.0,6.552648074754018
9853,0.0,6.54781074412154
3211,0.0,6.542005947362567
9691,0.0,6.540071015109575
6603,0.0,6.538136082856585
8400,0.0,6.536201150603594
9632,0.0,6.532331286097612
6978,0.0,6.5207216925796665
5838,0.0,6.514916895820693
3415,0.0,6.512981963567702
5953,0.0,6.512981963567702
6313,0.0,6.501372370049756
5522,0.0,6.501372370049756
6291,0.0,6.501372370049756
7160,0.0,6.4936326410377925
3893,0.0,6.4936326410377925
7130,0.0,6.4723483862548905
578,0.0,6.466543589495918
1830,0.0,6.460738792736945
8273,0.0,6.458803860483953
3409,0.0,6.454933995977972
2005,0.0,6.443324402460026
5959,0.0,6.443324402460026
9886,0.0,6.443324402460026
9740,0.0,6.443308923002002
4545,0.0,6.441389470207035
2700,0.0,6.43171480894208
4139,0.0,6.420105215424134
6496,0.0,6.389146299376279
4603,0.0,6.387211367123287
9910,0.0,6.3852764348702955
1642,528.43115,6.381406570364314
1744,0.0,6.381406570364314
4591,0.0,6.3779789760875865
2648,0.0,6.365927112340386
4831,0.0,6.360122315581413
7728,0.0,6.350447654316458
3077,0.0,6.342707925304494
9880,0.0,6.338838060798512
1008,0.0,6.327228467280566
7781,0.0,6.327228467280566
6116,0.0,6.327228467280566
3522,0.0,6.323358602774585
6682,0.0,6.323358602774585
3721,0.0,6.323358602774584
4453,0.0,6.307879144750657
4485,0.0,6.307879144750657
5079,0.0,6.307879144750656
6805,0.0,6.288529822220746
5850,0.0,6.273050364196818
1172,0.0,6.269180499690836
6887,0.0,6.269180499690836
972,0.0,6.261440770678871
1684,0.0,6.2595058384258815
5564,0.0,6.2595058384258815
8886,0.0,6.249831177160926
9863,0.0,6.249831177160925
1946,0.0,6.230481854631017
5494,0.0,6.229376179057878
422,0.0,6.192336047357765
1590,0.0,6.184043480559232
1965,0.0,6.1724338870412865
1101,0.0,6.153084564511376
5896,0.0,6.153084564511376
1162,0.0,6.133735241981467
5677,0.0,6.133735241981466
5955,0.0,6.127930445222494
6801,0.0,6.121019972890383
5116,0.0,6.114385919451557
3432,0.0,6.114385919451556
9927,0.0,6.110516054945575
7544,0.0,6.104711258186601
7122,0.0,6.100841393680619
24,0.0,6.095036596921646
448,0.0,6.095036596921646
8692,0.0,6.095036596921646
3602,0.0,6.093101664668655
1762,0.0,6.079557138897718
6930,0.0,6.075687274391735
4017,0.0,6.067947545379773
6222,0.0,6.056337951861827
3016,0.0,6.036988629331916
9499,0.0,6.036988629331916
3866,0.0,6.0098995777900415
6007,452.3431,5.9982899842720965
7423,0.0,5.9982899842720965
6223,0.0,5.998289984272096
9787,0.0,5.998289984272096
6370,0.0,5.997184308698958
6190,0.0,5.996355052019105
4589,0.0,5.990550255260132
9654,0.0,5.988615323007141
8538,0.0,5.98861532300714
6371,0.0,5.978940661742186
7602,0.0,5.978940661742186
8199,0.0,5.9653961359712495
356,0.0,5.9653961359712495
3072,0.0,5.963737622611543
1984,0.0,5.959591339212277
2038,0.0,5.959591339212277
9846,0.0,5.959591339212277
4160,0.0,5.959591339212277
5403,0.0,5.959591339212276
1878,0.0,5.959591339212276
5275,0.0,5.951851610200312
3234,0.0,5.951077637299115
804,0.0,5.948534583480899
571,0.0,5.940242016682367
2733,0.0,5.924762558658438
4605,0.0,5.920892694152457
1881,0.0,5.917022829646474
8915,0.0,5.9054132361285285
4392,0.0,5.897673507116564
5967,0.0,5.8899337781045995
8587,0.0,5.866714591068709
1217,0.0,5.862844726562726
7761,0.0,5.862844726562726
251,0.0,5.862844726562726
466,0.0,5.862844726562726
2564,0.0,5.862844726562726
4846,0.0,5.862844726562726
3041,0.0,5.857039929803753
1722,0.0,5.847365268538798
5819,0.0,5.839625539526835
5702,0.0,5.831885810514871
5944,0.0,5.831885810514871
5765,0.0,5.829950878261879
5902,0.0,5.826910270435752
1740,0.0,5.820276216996924
8910,0.0,5.820276216996924
8191,0.0,5.817235609170796
7578,0.0,5.816406352490942
1975,0.0,5.804796758972996
424,0.0,5.804796758972996
5851,0.0,5.804796758972996
6331,0.0,5.804796758972996
1850,0.0,5.804796758972996
3684,0.0,5.798991962214023
3457,0.0,5.797057029961032
135,0.0,5.785447436443087
6698,0.0,5.785447436443087
3493,0.0,5.756423452648221
131,0.0,5.735139197865321
720,0.0,5.719659739841393
5965,0.0,5.711920010829428
8233,0.0,5.692570688299519
289,0.0,5.688700823793536
4736,0.0,5.688700823793536
5858,0.0,5.6770912302755905
9231,0.0,5.673221365769608
1758,0.0,5.669351501263627
4827,0.0,5.665481636757645
4524,0.0,5.665481636757645
8918,0.0,5.665481636757645
2340,0.0,5.653872043239699
9716,0.0,5.653872043239699
165,0.0,5.652213529879992
586,0.0,5.6500021787337165
4030,0.0,5.642262449721753
2939,0.0,5.642262449721753
8194,0.0,5.642262449721753
2047,0.0,5.630652856203806
6389,0.0,5.611303533673897
6494,0.0,5.601628872408941
8937,0.0,5.591954211143986
6307,0.0,5.586149414385013
2551,0.0,5.572604888614077
2526,0.0,5.572604888614077
6093,0.0,5.572604888614077
7601,0.0,5.572604888614077
5380,0.0,5.572604888614077
8023,0.0,5.568735024108095
6062,0.0,5.564865159602113
6656,0.0,5.555190498337158
69,0.0,5.5513206338311765
101,0.0,5.549385701578185
8919,0.0,5.526166514542292
9845,0.0,5.524231582289301
759,0.0,5.514556921024346
3531,0.0,5.514556921024346
3834,0.0,5.504882259759391
2992,0.0,5.504882259759391
2910,0.0,5.501012395253409
6727,0.0,5.495207598494437
9554,0.0,5.495207598494436
8131,0.0,5.493170827701815
4435,0.0,5.485532937229482
2452,880.7186,5.479728140470509
3370,0.0,5.4758582759645265
7256,0.0,5.473923343711536
5517,0.0,5.464635668897179
304,0.0,5.460378817940598
9137,0.0,5.456508953434617
1887,0.0,5.448769224422652
746,0.0,5.44489935991667
518,0.0,5.441029495410689
6959,0.0,5.441029495410689
6558,0.0,5.441029495410689
6461,0.0,5.441029495410688
1644,0.0,5.433289766398724
8338,0.0,5.421680172880778
4362,0.0,5.419745240627788
4370,0.0,5.419745240627787
7513,0.0,5.417810308374796
8367,0.0,5.417810308374796
8550,0.0,5.398460985844887
5445,0.0,5.394591121338904
4925,0.0,5.363632205291049
328,0.0,5.363632205291049
1668,0.0,5.363632205291049
7355,0.0,5.361420854144773
4798,0.0,5.3611444352514885
2641,0.0,5.357550989638791
5386,0.0,5.3558924762790845
3513,1357.0293,5.340413018255156
5497,0.0,5.340413018255156
402,0.0,5.340413018255156
6257,0.0,5.330738356990202
4233,0.0,5.321063695725247
9790,0.0,5.321063695725247
1551,0.0,5.313323966713283
2144,0.0,5.309454102207301
6077,0.0,5.3017143731953364
2774,0.0,5.295909576436364
2805,0.0,5.286234915171409
7992,0.0,5.282365050665427
742,0.0,5.278495186159446
5249,0.0,5.270755457147481
9776,1375.6338,5.267438430428068
5252,0.0,5.266885592641499
7515,0.0,5.2630157281355165
3688,0.0,5.2630157281355165
7986,0.0,5.263015728135516
6263,0.0,5.261080795882526
8711,0.0,5.260251539202672
3487,0.0,5.255275999123552
4611,0.0,5.255275999123552
3901,0.0,5.253341066870561
4090,0.0,5.250300459044433
8971,0.0,5.245877756751883
2011,0.0,5.243666405605607
195,0.0,5.228186947581678
1735,0.0,5.224317083075697
8282,0.0,5.224317083075697
4662,0.0,5.224317083075697
7894,0.0,5.222382150822706
603,0.0,5.219894380783146
889,0.0,5.213260327344319
2509,0.0,5.212707489557751
434,0.0,5.201097896039805
2677,0.0,5.195293099280832
9386,0.0,5.194463842600979
1856,0.0,5.185618438015878
4141,0.0,5.185618438015878
2900,0.0,5.185618438015878
1202,0.0,5.185618438015877
900,0.0,5.174008844497931
3023,0.0,5.174008844497931
2786,0.0,5.166269115485966
7570,0.0,5.166269115485966
2818,0.0,5.156594454221012
8356,0.0,5.1546595219680205
9438,0.0,5.150789657462038
8803,0.0,5.146919792956057
62,0.0,5.146919792956057
7911,0.0,5.137245131691102
5247,0.0,5.130334659358991
240,0.0,5.108221147896237
1205,0.0,5.108221147896237
6996,0.0,5.108221147896237
260,0.0,5.108221147896237
3104,0.0,5.108221147896237
9477,0.0,5.104351283390255
2894,0.0,5.090806757619318
2052,0.0,5.085001960860345
7299,0.0,5.085001960860345
1300,0.0,5.085001960860345
1148,0.0,5.0783679074215184
9193,0.0,5.07532729959539
7019,0.0,5.073392367342398
6106,0.0,5.069522502836417
6285,0.0,5.065652638330435
6228,0.0,5.065652638330435
4210,0.0,5.065652638330435
5606,0.0,5.0617827738244525
3084,0.0,5.0617827738244525
3452,0.0,5.05597797706548
7522,0.0,5.052108112559498
9627,0.0,5.050173180306507
232,0.0,5.050173180306507
8569,0.0,5.044644802440819
3241,0.0,5.030823857776596
9045,0.0,5.0288889255236064
309,0.0,5.015344399752669
4173,0.0,5.015344399752669
7551,0.0,5.011474535246688
8611,0.0,5.009152616543098
5759,0.0,5.003734806234723
9950,0.0,4.99793000947575
3968,0.0,4.997653590582465
2703,0.0,4.995995077222759
7802,0.0,4.992125212716777
3020,0.0,4.992125212716777
6979,0.0,4.988255348210795
3265,0.0,4.987149672637657
202,0.0,4.976645754692849
2118,0.0,4.976645754692848
6418,0.0,4.975540079119711
9111,0.0,4.972775890186867
6437,0.0,4.970840957933876
8525,0.0,4.965036161174903
9613,0.0,4.963101228921912
7808,0.0,4.96116629666892
5148,662.4054,4.957296432162939
3925,0.0,4.955361499909948
1795,0.0,4.953426567656957
7557,0.0,4.953426567656957
9217,0.0,4.953426567656956
5524,0.0,4.945686838644993
3595,0.0,4.937947109633028
308,0.0,4.934077245127047
2160,0.0,4.914727922597137
3165,0.0,4.912792990344147
2472,0.0,4.9089231258381645
2371,0.0,4.9089231258381645
8019,0.0,4.906988193585173
331,0.0,4.905053261332182
6085,0.0,4.899248464573209
1685,0.0,4.895378600067227
6032,0.0,4.891508735561244
3629,0.0,4.88183407429629
4080,0.0,4.876029277537317
3429,0.0,4.876029277537317
283,0.0,4.876029277537317
5150,0.0,4.871606575244766
4569,0.0,4.860549819513389
1691,0.0,4.856679955007406
0,0.0,4.852810090501425
1676,0.0,4.852810090501425
9559,0.0,4.847005293742452
6863,0.0,4.841200496983479
8437,0.0,4.841200496983479
1577,0.0,4.837330632477497
4837,0.0,4.837330632477497
9564,0.0,4.835395700224506
9290,0.0,4.829590903465533
4862,0.0,4.827655971212542
9089,0.0,4.817981309947587
4851,0.0,4.808306648682632
5561,0.0,4.806371716429641
9095,0.0,4.806371716429641
6104,0.0,4.798631987417677
3202,0.0,4.796310068714088
9318,0.0,4.794762122911695
8264,0.0,4.790892258405713
5842,0.0,4.790892258405712
2980,0.0,4.783152529393749
4966,0.0,4.783152529393749
5464,0.0,4.779282664887766
727,0.0,4.769608003622812
7897,0.0,4.767673071369821
8731,0.0,4.759933342357857
5742,0.0,4.759933342357857
2436,0.0,4.759933342357857
2875,0.0,4.759933342357857
9181,0.0,4.759933342357857
9574,0.0,4.759933342357857
8134,0.0,4.757998410104866
9400,0.0,4.756616315638444
2253,0.0,4.754515532049482
9760,0.0,4.752193613345893
7671,0.0,4.752193613345892
3716,0.0,4.750258681092902
6935,0.0,4.74887658662648
4934,0.0,4.748323748839911
1256,0.0,4.730909358562992
1460,0.0,4.721234697298038
5102,0.0,4.719299765045046
3601,0.0,4.713494968286073
8096,0.0,4.711560036033083
4744,0.0,4.709625103780091
7055,0.0,4.705755239274109
4927,0.0,4.703820307021118
9389,0.0,4.701885374768127
2405,0.0,4.698015510262145
4488,0.0,4.698015510262145
3127,0.0,4.696080578009154
6689,0.0,4.694145645756163
6173,0.0,4.682536052238217
7259,0.0,4.682536052238216
4065,0.0,4.672861390973262
109,0.0,4.667056594214289
7514,0.0,4.667056594214289
2743,0.0,4.663186729708307
5000,0.0,4.659316865202325
5320,0.0,4.657381932949335
2104,0.0,4.650471460617223
1067,0.0,4.6477072716843795
4657,0.0,4.643837407178397
5054,0.0,4.643837407178397
1662,0.0,4.643837407178397
1051,0.0,4.643837407178397
9136,0.0,4.643837407178397
4280,0.0,4.643837407178397
5467,0.0,4.643837407178397
1880,0.0,4.643837407178397
7023,0.0,4.643837407178397
3902,0.0,4.6419024749254065
6679,0.0,4.632227813660451
2883,0.0,4.62835794915447
6636,0.0,4.624488084648487
9638,0.0,4.614813423383532
7932,0.0,4.61343132891711
5082,0.0,4.605138762118577
1029,0.0,4.601268897612594
8387,0.0,4.59585108730422
7289,0.0,4.589659304094649
9736,0.0,4.585789439588667
5651,0.0,4.578049710576703
7682,0.0,4.576114778323712
7085,0.0,4.574179846070721
1091,0.0,4.574179846070721
9300,0.0,4.566440117058757
4909,243.86125,4.560911739193069
6550,0.0,4.558700388046794
3124,0.0,4.552895591287821
897,0.0,4.550960659034829
7402,0.0,4.550960659034829
4048,0.0,4.550960659034829
1768,0.0,4.550960659034829
4349,0.0,4.547090794528848
4329,0.0,4.547090794528848
2663,0.0,4.547090794528847
827,0.0,4.543220930022866
4661,0.0,4.543220930022865
4089,0.0,4.539351065516883
4404,0.0,4.535481201010901
7598,0.0,4.535481201010901
7537,0.0,4.524921999287437
75,0.0,4.516131878480991
3657,0.0,4.516131878480991
9519,0.0,4.510327081722018
4879,0.0,4.508392149469027
7133,0.0,4.508392149469027
622,0.0,4.508392149469027
4161,0.0,4.508392149469027
2269,0.0,4.5009288393503475
5281,473.8861,4.5006524204570635
2355,0.0,4.498717488204072
5675,0.0,4.492912691445099
1270,0.0,4.489042826939118
8000,0.0,4.489042826939118
6047,0.0,4.487107894686126
3468,0.0,4.4793681656741615
8292,0.0,4.477433233421172
4871,0.0,4.471628436662198
9524,0.0,4.469693504409207
1123,0.0,4.469693504409207
8729,0.0,4.469693504409207
7346,0.0,4.469693504409207
9859,0.0,4.464275694100833
9749,0.0,4.463888707650234
7358,0.0,4.461953775397244
4010,0.0,4.461953775397243
3451,0.0,4.460018843144252
6219,0.0,4.458083910891261
4640,0.0,4.450344181879298
4920,0.0,4.450344181879298
734,0.0,4.450344181879298
2858,0.0,4.450344181879298
837,0.0,4.450344181879298
3476,0.0,4.450344181879297
1926,0.0,4.4406695206143425
1289,0.0,4.439287426147921
9703,0.0,4.430994859349387
6352,0.0,4.427124994843405
379,0.0,4.415515401325459
5954,0.0,4.411645536819477
2270,0.0,4.411645536819477
2817,0.0,4.411645536819477
9770,0.0,4.411645536819477
974,0.0,4.410539861246339
3222,0.0,4.401970875554522
5605,0.0,4.400035943301531
3029,0.0,4.39616607879555
7367,0.0,4.390748268487174
7244,0.0,4.388426349783585
8793,0.0,4.376816756265639
5518,0.0,4.376816756265639
90,0.0,4.376816756265639
6041,0.0,4.365207162747693
7157,0.0,4.361337298241711
3524,0.0,4.359789352439319
1742,0.0,4.35746743373573
624,0.0,4.35746743373573
1747,0.0,4.3535975692297475
7935,0.0,4.3535975692297475
8339,0.0,4.350695170850261
6336,0.0,4.345857840217784
9046,0.0,4.343922907964793
8037,0.0,4.330378382193855
829,0.0,4.324573585434882
4302,0.0,4.318768788675909
8504,0.0,4.314898924169928
2435,0.0,4.314898924169928
2706,0.0,4.314898924169927
803,0.0,4.314898924169927
9541,0.0,4.314898924169927
6825,880.1738,4.307159195157963
7549,0.0,4.305224262904972
5147,0.0,4.305224262904972
5660,0.0,4.303289330651982
115,0.0,4.30135439839899
4720,0.0,4.295549601640017
9169,0.0,4.295549601640017
3877,0.0,4.2936146693870265
9714,0.0,4.291679737134035
4745,0.0,4.290021223774329
6686,0.0,4.289744804881044
861,0.0,4.276200279110108
310,0.0,4.276200279110108
314,0.0,4.272330414604125
6594,0.0,4.272330414604125
4261,0.0,4.264590685592161
4729,0.0,4.264590685592161
3402,0.0,4.256850956580198
1405,0.0,4.254916024327207
3548,0.0,4.243030011915977
933,0.0,4.237501634050287
5063,0.0,4.216217379267387
4774,0.0,4.214282447014395
9589,0.0,4.208477650255422
1347,0.0,4.2065427180024315
8621,0.0,4.202672853496449
229,0.0,4.198802988990468
7835,0.0,4.197796824218912
9295,0.0,4.18332353096654
5163,0.0,4.1794536664605575
676,0.0,4.1794536664605575
9476,0.0,4.1794536664605575
6034,0.0,4.1794536664605575
6204,0.0,4.1794536664605575
3260,0.0,4.1794536664605575
2180,0.0,4.177518734207567
2722,0.0,4.175583801954576
6664,0.0,4.171713937448594
1613,0.0,4.169779005195602
3438,0.0,4.158169411677657
8217,0.0,4.154299547171675
5687,0.0,4.148494750412701
4293,0.0,4.144624885906719
8301,0.0,4.144624885906719
6554,0.0,4.144624885906719
9185,0.0,4.140755021400738
9381,0.0,4.140755021400738
893,0.0,4.140755021400737
680,0.0,4.136885156894755
5722,0.0,4.1368851568947544
7971,0.0,4.1368851568947544
8198,0.0,4.134397386855196
8867,0.0,4.133015292388773
3987,0.0,4.133015292388773
3361,0.0,4.129145427882792
7038,0.0,4.128592590096223
3603,0.0,4.121405698870827
2232,0.0,4.117535834364846
6492,0.0,4.115600902111854
7603,0.0,4.115600902111854
7733,0.0,4.109796105352881
8748,0.0,4.1059262408469
4725,0.0,4.102056376340918
7336,0.0,4.102056376340918
3637,0.0,4.098186511834935
9267,0.0,4.098186511834935
2957,0.0,4.094316647328953
7867,0.0,4.0923817150759625
5264,0.0,4.090446782822972
7875,0.0,4.0865769183169895
8643,0.0,4.0865769183169895
1949,0.0,4.0865769183169895
521,0.0,4.0865769183169895
6944,0.0,4.0865769183169895
3707,0.0,4.084641986063998
9763,0.0,4.078837189305026
2277,0.0,4.071097460293062
6718,0.0,4.0652926635340885
3055,0.0,4.063357731281098
3054,0.0,4.063357731281098
9266,0.0,4.051748137763151
9742,0.0,4.0484311110437385
8228,0.0,4.04787827325717
2955,0.0,4.045943341004178
4648,0.0,4.044008408751187
7148,0.0,4.0440084087511865
7167,0.0,4.040138544245205
1464,0.0,4.040138544245205
488,0.0,4.040138544245205
3796,0.0,4.034333747486232
4331,0.0,4.034333747486232
7448,0.0,4.0323988152332415
9189,0.0,4.03046388298025
1575,0.0,4.028528950727259
415,0.0,4.028528950727259
3653,0.0,4.028141964276662
8554,0.0,4.0053097636913675
8162,0.0,4.0053097636913675
3719,0.0,4.002545574758523
3667,0.0,4.001439899185385
3520,0.0,3.995635102426413
2682,0.0,3.9898303056674402
7365,0.0,3.9859604411614575
4607,0.0,3.9859604411614575
3497,0.0,3.985960441161457
6484,0.0,3.9844124953590647
3617,0.0,3.9820905766554753
592,0.0,3.97883174338728
6262,0.0,3.9762857798965023
1873,0.0,3.9704809831375294
1478,0.0,3.9704809831375294
6737,0.0,3.966611118631547
2837,0.0,3.966611118631547
2175,0.0,3.965229024165126
4518,0.0,3.9646761863785565
9423,0.0,3.960806321872574
6119,0.0,3.9550015251136013
6410,0.0,3.9530665928606106
5009,0.0,3.95113166060762
9377,0.0,3.950744674157021
8412,0.0,3.949196728354629
6582,0.0,3.9472617961016376
8625,0.0,3.9472617961016376
8287,0.0,3.9472617961016376
5789,0.0,3.9472617961016376
2877,0.0,3.9472617961016376
4269,0.0,3.9444976071687927
5952,0.0,3.9414569993426647
9142,0.0,3.9414569993426647
2055,0.0,3.9395220670896736
1364,0.0,3.9356522025836913
3044,0.0,3.931782338077709
1447,0.0,3.9298474058247184
7505,0.0,3.9279124735717277
2943,0.0,3.9240426090657454
4477,0.0,3.920172744559764
156,0.0,3.9182378123067725
3787,0.0,3.916302880053781
2344,0.0,3.9124330155477995
5928,0.0,3.9124330155477995
956,0.0,3.9085631510418173
9337,0.0,3.9085631510418173
4226,0.0,3.9066282187888266
9139,0.0,3.904693286535836
5791,0.0,3.904693286535836
6912,0.0,3.898888489776863
65,0.0,3.8969535575238714
4353,0.0,3.8969535575238714
6092,0.0,3.8892138285119073
7715,0.0,3.885343964005925
3693,0.0,3.885343964005925
902,0.0,3.8834090317529344
9904,0.0,3.881474099499943
3462,0.0,3.8776042349939615
4989,0.0,3.8776042349939615
2488,0.0,3.873734370487979
124,0.0,3.869864505981998
9762,0.0,3.869864505981998
7717,0.0,3.869864505981997
5640,0.0,3.869864505981997
8505,0.0,3.8671003170491534
8161,0.0,3.8659946414760156
4965,0.0,3.8659946414760156
528,0.0,3.8601898447170426
5138,0.0,3.8543850479580697
1005,0.0,3.8543850479580697
6535,0.0,3.8477509945192434
7445,0.0,3.8447103866931145
6201,0.0,3.8427754544401234
4214,0.0,3.833100793175169
2415,0.0,3.8311658609221775
966,0.0,3.8311658609221775
6960,0.0,3.8311658609221775
1040,0.0,3.827295996416196
6662,9075.26,3.823426131910214
6324,0.0,3.823426131910213
9168,0.0,3.8156864028982493
7607,0.0,3.8137514706452587
9037,0.0,3.811816538392268
934,0.0,3.811816538392267
9333,0.0,3.8079466738862857
5379,0.0,3.8079466738862857
9646,0.0,3.8079466738862857
6546,0.0,3.8079466738862857
5832,0.0,3.8021418771273128
2569,0.0,3.7924672158623576
23,0.0,3.7924672158623576
8002,0.0,3.7924672158623576
9851,0.0,3.7924672158623576
9009,0.0,3.7924672158623576
9312,0.0,3.7827925545974024
7666,0.0,3.7827925545974024
3244,0.0,3.7731178933324476
2622,0.0,3.7731178933324476
9580,0.0,3.7634432320674924
2544,0.0,3.7615082998145017
6532,0.0,3.7595733675615106
4449,0.0,3.75763843530852
1711,0.0,3.7576384353085195
725,0.0,3.7537685708025377
8892,0.0,3.7498987062965554
7768,0.0,3.7498987062965554
5969,0.0,3.7382891127786095
9273,0.0,3.7316550593397833
1328,0.0,3.722809654754682
6337,0.0,3.7189397902486996
657,0.0,3.7150699257427178
8175,0.0,3.7150699257427178
344,0.0,3.7150699257427178
2399,0.0,3.7150699257427178
9630,0.0,3.7150699257427178
9426,0.0,3.7150699257427178
8927,0.0,3.713411412383011
3321,0.0,3.7112000612367355
7492,0.0,3.7073301967307537
3228,0.0,3.7034603322247714
2181,0.0,3.698484792145652
7649,0.0,3.695720603212808
8555,0.0,3.695720603212808
3089,0.0,3.6879808742008438
3712,0.0,3.6860459419478526
70,0.0,3.682176077441871
2798,0.0,3.6647616871649515
2730,0.0,3.662826754911961
8656,0.0,3.6570219581529875
2152,0.0,3.657021958152987
1792,0.0,3.649282229141024
6175,0.0,3.6454123646350416
2138,0.0,3.6415425001290593
9899,0.0,3.637672635623078
8781,0.0,3.637672635623078
4713,0.0,3.6376726356230775
9708,0.0,3.6376726356230775
3006,0.0,3.635737703370087
3853,0.0,3.6338027711170957
3464,0.0,3.6318678388641046
7041,0.0,3.629932906611114
7556,0.0,3.6241281098521405
5501,0.0,3.62219317759915
6071,0.0,3.618323313093168
7407,0.0,3.6183233130931676
3328,0.0,3.6144534485871858
6998,0.0,3.6105835840812035
9669,0.0,3.6086486518282124
4312,0.0,3.6067137195752217
579,0.0,3.60284385506924
1997,0.0,3.5989739905632576
9219,0.0,3.5989739905632576
2228,0.0,3.5989739905632576
1925,0.0,3.5989739905632576
1811,0.0,3.5989739905632576
5633,0.0,3.5989739905632576
1393,0.0,3.5989739905632576
2251,0.0,3.5989739905632576
3,0.0,3.5989739905632576
8235,0.0,3.5989739905632576
9425,0.0,3.5989739905632576
7467,2285.6863,3.595104126057276
8114,0.0,3.5951041260572754
3554,0.0,3.591234261551294
977,2369.4307,3.5912342615512935
5746,0.0,3.5912342615512935
2134,0.0,3.589299329298303
5961,0.0,3.5873643970453117
9062,0.0,3.5873643970453117
9673,0.0,3.58349453253933
3475,0.0,3.579624668033348
5562,0.0,3.5796246680333477
1788,0.0,3.575754803527366
9905,0.0,3.5680150745154022
237,0.0,3.5602753455034377
148,0.0,3.5602753455034377
7839,0.0,3.5602753455034377
8283,0.0,3.5602753455034377
5173,0.0,3.5602753455034377
2,0.0,3.5602753455034373
4706,0.0,3.5525356164914736
9008,0.0,3.5525356164914736
4015,0.0,3.5525356164914736
4977,0.0,3.548665751985492
6074,0.0,3.5447958874795096
9328,0.0,3.5409260229735278
8076,0.0,3.5409260229735278
2338,0.0,3.5409260229735278
3739,0.0,3.5409260229735278
3729,0.0,3.5370561584675455
4125,0.0,3.5370561584675455
4478,0.0,3.5273814972025908
4559,0.0,3.523511632696609
8766,0.0,3.5215767004436183
106,0.0,3.5215767004436183
1673,0.0,3.5215767004436183
7943,0.0,3.5215767004436183
9484,0.0,3.521576700443618
5448,0.0,3.5177068359376356
217,0.0,3.5138369714316537
8410,0.0,3.5119020391786626
7926,0.0,3.509967106925672
1062,0.0,3.5094142691391026
3338,0.0,3.5060972424196897
4561,0.0,3.504162310166699
8454,0.0,3.502227377913708
