,rexp_cat092,annual_use_value
4538,0.0,1.1609593517945993
1111,0.0,1.1609593517945993
8095,0.0,1.1609593517945993
2265,0.0,1.1609593517945993
2515,0.0,1.1609593517945993
6345,0.0,1.1609593517945993
9764,0.0,1.1609593517945993
871,0.0,1.1609593517945993
5705,0.0,1.1609593517945993
6214,0.0,1.1609593517945993
5797,0.0,1.1609593517945993
788,0.0,1.1609593517945993
4850,0.0,1.1609593517945993
3288,0.0,1.1609593517945993
6853,0.0,1.1609593517945993
774,0.0,1.1609593517945993
2466,0.0,1.1609593517945993
9315,0.0,1.1609593517945993
6177,0.0,1.1609593517945993
2636,0.0,1.1609593517945993
1861,0.0,1.1609593517945993
3412,0.0,1.1609593517945993
3398,0.0,1.1609593517945993
8698,0.0,1.1609593517945993
6875,0.0,1.1609593517945993
4832,0.0,1.1609593517945993
8710,0.0,1.1609593517945993
348,0.0,1.1609593517945993
3359,1637.0378,1.1609593517945993
7174,0.0,1.1609593517945993
3346,0.0,1.1609593517945993
6838,0.0,1.1609593517945993
8835,0.0,1.1609593517945993
5695,0.0,1.1609593517945993
9766,0.0,1.1609593517945993
7334,0.0,1.1609593517945993
1176,0.0,1.1609593517945993
4681,0.0,1.1609593517945993
3713,0.0,1.1609593517945993
444,0.0,1.1609593517945993
8357,0.0,1.1609593517945993
9246,0.0,1.1609593517945993
6914,0.0,1.1609593517945993
6811,0.0,1.1609593517945993
437,0.0,1.1609593517945993
2162,0.0,1.1609593517945993
8405,0.0,1.1609593517945993
3225,0.0,1.1609593517945993
2762,0.0,1.1609593517945993
3649,0.0,1.1609593517945993
3635,0.0,1.1609593517945993
1783,0.0,1.1609593517945993
5668,0.0,1.1609593517945993
9351,0.0,1.1609593517945993
2015,0.0,1.1609593517945993
2014,0.0,1.1609593517945993
1047,0.0,1.1609593517945993
3605,0.0,1.1609593517945993
5898,0.0,1.1609593517945993
7164,0.0,1.1609593517945993
4118,0.0,1.1609593517945993
6671,0.0,1.1609593517945993
2927,0.0,1.1609593517945993
6521,0.0,1.1609593517945993
7711,0.0,1.1609593517945993
9135,0.0,1.1609593517945993
6600,0.0,1.1609593517945993
4146,0.0,1.1609593517945993
134,0.0,1.1609593517945993
4387,0.0,1.1609593517945993
5269,0.0,1.1609593517945993
2326,0.0,1.1609593517945993
4285,0.0,1.1609593517945993
7831,0.0,1.1609593517945993
3047,0.0,1.1609593517945993
2328,0.0,1.1609593517945993
5006,0.0,1.1609593517945993
7852,0.0,1.1609593517945993
1303,0.0,1.1609593517945993
9121,0.0,1.1609593517945993
1152,0.0,1.1609593517945993
9115,0.0,1.1609593517945993
9733,0.0,1.1609593517945993
5287,0.0,1.1609593517945993
832,0.0,1.1609593517945993
5921,0.0,1.1609593517945993
7815,0.0,1.1609593517945993
9082,0.0,1.1609593517945993
840,0.0,1.1609593517945993
5939,0.0,1.1609593517945993
6617,0.0,1.1609593517945993
9743,0.0,1.1609593517945993
925,0.0,1.1609593517945993
2590,0.0,1.1609593517945993
652,0.0,1.1609593517945993
7667,0.0,1.1609593517945993
1584,0.0,1.1609593517945993
7693,0.0,1.1609593517945993
5044,0.0,1.1609593517945993
2634,0.0,1.1609593517945993
5620,0.0,1.1570894872886175
3389,0.0,1.1570894872886175
4642,0.0,1.1551545550356264
2385,0.0,1.1532196227826352
5710,0.0,1.151284690529644
6128,0.0,1.1493497582766532
5302,0.0,1.1493497582766532
1268,0.0,1.1454798937706714
5935,0.0,1.1454798937706712
1420,0.0,1.1454798937706712
3614,0.0,1.1435449615176803
9818,0.0,1.1435449615176803
3792,0.0,1.1416100292646894
4704,0.0,1.1416100292646894
8355,0.0,1.1416100292646894
7921,0.0,1.1416100292646894
9247,0.0,1.1416100292646894
6084,0.0,1.1416100292646891
9586,0.0,1.1396750970116984
3444,0.0,1.1396750970116982
698,0.0,1.1377401647587073
94,0.0,1.1377401647587073
9875,0.0,1.1377401647587073
1372,0.0,1.1377401647587073
9549,0.0,1.1377401647587073
9016,0.0,1.1377401647587073
7484,0.0,1.1358052325057164
5869,0.0,1.1358052325057162
9345,247.4228,1.1338703002527255
1715,0.0,1.1319353679997344
1006,0.0,1.1319353679997344
7165,0.0,1.1300004357467432
1389,0.0,1.1300004357467432
9232,0.0,1.1261305712407612
7502,0.0,1.1261305712407612
4024,0.0,1.1261305712407612
8241,0.0,1.1222607067347794
1090,0.0,1.1222607067347794
4068,0.0,1.1222607067347794
8700,0.0,1.1222607067347794
1670,0.0,1.1222607067347794
2432,0.0,1.1222607067347792
8662,0.0,1.1222607067347792
7622,0.0,1.1222607067347792
617,0.0,1.1222607067347792
2168,0.0,1.1222607067347792
8816,0.0,1.1222607067347792
301,0.0,1.1222607067347792
1369,0.0,1.1222607067347792
8360,0.0,1.1222607067347792
5698,0.0,1.1222607067347792
2233,0.0,1.1222607067347792
3584,0.0,1.1222607067347792
323,0.0,1.1222607067347792
7292,0.0,1.1222607067347792
1311,0.0,1.1222607067347792
8969,0.0,1.1222607067347792
7461,0.0,1.1222607067347792
828,0.0,1.1222607067347792
830,0.0,1.1222607067347792
3750,0.0,1.1183908422287974
5688,0.0,1.1145209777228153
3131,0.0,1.1145209777228153
4738,0.0,1.1145209777228153
6238,0.0,1.1145209777228153
3691,0.0,1.1145209777228153
2391,0.0,1.1145209777228153
3826,0.0,1.1125860454698242
7025,0.0,1.1125860454698242
4997,0.0,1.1106511132168333
3654,0.0,1.1087161809638424
6176,0.0,1.1087161809638424
7210,0.0,1.1067812487108513
1533,0.0,1.1067812487108513
7498,0.0,1.1067812487108513
4514,0.0,1.1067812487108513
6347,0.0,1.1067812487108513
6762,0.0,1.1029113842048692
8123,0.0,1.1029113842048692
3779,0.0,1.1029113842048692
81,0.0,1.1029113842048692
9450,0.0,1.1029113842048692
5818,0.0,1.1029113842048692
5665,0.0,1.1029113842048692
4885,0.0,1.1029113842048692
3806,0.0,1.1029113842048692
1524,0.0,1.1029113842048692
1549,0.0,1.1029113842048692
4063,0.0,1.1029113842048692
3982,0.0,1.1029113842048692
6456,0.0,1.1029113842048692
907,0.0,1.1029113842048692
8897,0.0,1.1029113842048692
2318,0.0,1.1029113842048692
4008,0.0,1.1029113842048692
9498,0.0,1.1029113842048692
7550,0.0,1.1029113842048692
6381,0.0,1.1029113842048692
6468,0.0,1.1029113842048692
6108,0.0,1.1029113842048692
6144,0.0,1.0990415196988874
509,0.0,1.0990415196988874
8545,0.0,1.0990415196988874
2812,0.0,1.0990415196988874
8871,0.0,1.0990415196988872
8939,0.0,1.0990415196988872
8639,0.0,1.0971065874458963
1203,0.0,1.0951716551929052
5375,0.0,1.0913017906869233
3765,0.0,1.0874319261809413
6424,0.0,1.0835620616749593
6380,0.0,1.0835620616749593
2132,0.0,1.0835620616749593
7201,0.0,1.0835620616749593
8358,0.0,1.0835620616749593
6909,0.0,1.0835620616749593
6397,0.0,1.0835620616749593
6821,0.0,1.0835620616749593
9470,0.0,1.0835620616749593
5457,0.0,1.0835620616749593
8098,0.0,1.0835620616749593
281,0.0,1.0835620616749593
6382,0.0,1.0835620616749593
5597,0.0,1.0835620616749593
6568,0.0,1.0835620616749593
551,0.0,1.0835620616749593
739,0.0,1.0835620616749593
859,0.0,1.0796921971689772
7779,0.0,1.0796921971689772
6020,0.0,1.0796921971689772
460,0.0,1.0793052107183791
6256,0.0,1.0777572649159861
9756,0.0,1.0738874004100043
3298,0.0,1.0738874004100043
5284,0.0,1.0738874004100043
3744,0.0,1.0738874004100043
9508,0.0,1.0738874004100043
7879,0.0,1.0738874004100043
3369,0.0,1.0738874004100043
4985,0.0,1.0738874004100043
4137,0.0,1.0738874004100043
994,0.0,1.0738874004100043
2283,0.0,1.0738874004100043
700,0.0,1.073058143730151
227,0.0,1.0719524681570132
7765,0.0,1.0719524681570132
1916,0.0,1.0680826036510314
2767,0.0,1.0680826036510314
3988,0.0,1.0680826036510314
2813,0.0,1.0680826036510314
1035,0.0,1.0680826036510314
6918,0.0,1.0680826036510314
8170,0.0,1.0680826036510314
7819,0.0,1.0680826036510314
4056,0.0,1.0642127391450495
3964,0.0,1.0642127391450493
6989,0.0,1.0642127391450493
5476,0.0,1.0642127391450493
2536,0.0,1.0642127391450493
2105,0.0,1.0622778068920584
4298,0.0,1.0603428746390673
3905,0.0,1.0603428746390673
2379,0.0,1.0526031456271034
4622,0.0,1.0526031456271032
4665,0.0,1.0506682133741123
895,0.0,1.0487332811211212
5721,0.0,1.0448634166151394
557,0.0,1.0448634166151394
4430,0.0,1.0448634166151394
8605,0.0,1.0448634166151394
9206,0.0,1.0448634166151394
9952,0.0,1.0448634166151394
1249,0.0,1.0448634166151394
6103,0.0,1.0448634166151394
1639,0.0,1.0448634166151394
83,0.0,1.0448634166151394
9946,0.0,1.0448634166151394
3879,0.0,1.0448634166151394
1233,0.0,1.0448634166151394
418,0.0,1.0448634166151394
4542,0.0,1.0448634166151394
945,0.0,1.0448634166151394
9941,0.0,1.0448634166151394
6523,0.0,1.0448634166151394
9374,0.0,1.0448634166151394
5929,0.0,1.0448634166151394
718,0.0,1.0448634166151394
4183,0.0,1.0448634166151394
7585,0.0,1.0448634166151394
8693,0.0,1.0448634166151394
1340,0.0,1.0448634166151394
844,0.0,1.0448634166151394
1404,0.0,1.0448634166151394
4258,0.0,1.0448634166151394
3677,0.0,1.0409935521091576
6843,0.0,1.0409935521091573
5034,0.0,1.0409935521091573
9435,0.0,1.040026085982662
8668,0.0,1.0390586198561664
8542,0.0,1.0371236876031753
9506,0.0,1.0371236876031753
1275,0.0,1.0371236876031753
1883,0.0,1.0351887553501844
3391,0.0,1.0351887553501844
9807,0.0,1.0351887553501842
2482,0.0,1.0332538230971933
4165,0.0,1.0332538230971933
3053,0.0,1.0332538230971933
3878,0.0,1.0332538230971933
3027,0.0,1.0332538230971933
614,705.3806,1.0313188908442024
6473,0.0,1.0293839585912115
3388,251.68158,1.0293839585912115
8784,0.0,1.0274490263382203
5176,0.0,1.0255140940852294
8179,0.0,1.0255140940852294
8852,0.0,1.0255140940852294
302,0.0,1.0255140940852294
2154,0.0,1.0255140940852294
8947,0.0,1.0255140940852294
5905,0.0,1.0255140940852294
6915,0.0,1.0255140940852294
1277,0.0,1.0216442295792474
9595,0.0,1.0216442295792474
36,0.0,1.0216442295792474
5549,0.0,1.0216442295792474
4690,0.0,1.0216442295792474
1179,0.0,1.0216442295792474
2082,0.0,1.0216442295792474
5538,0.0,1.0216442295792474
1059,0.0,1.0216442295792474
1326,0.0,1.0216442295792474
4231,0.0,1.0216442295792474
1616,0.0,1.0216442295792474
2888,0.0,1.0216442295792474
638,0.0,1.0216442295792474
7739,0.0,1.0216442295792474
1271,0.0,1.0216442295792474
2321,0.0,1.0158394328202744
7884,0.0,1.0158394328202744
1056,0.0,1.0158394328202744
6745,0.0,1.0158394328202744
7328,0.0,1.0158394328202744
9833,0.0,1.0158394328202744
869,0.0,1.0158394328202744
2560,0.0,1.0158394328202744
7731,0.0,1.0139045005672833
613,0.0,1.0139045005672833
7401,0.0,1.0139045005672833
6045,0.0,1.0100346360613013
8166,0.0,1.0100346360613013
2221,0.0,1.0100346360613013
9958,0.0,1.0061647715553195
3062,0.0,1.0061647715553192
677,0.0,1.0061647715553192
1220,0.0,1.0061647715553192
9264,0.0,1.0061647715553192
6428,0.0,1.0061647715553192
4172,0.0,1.0061647715553192
2793,0.0,1.0061647715553192
4021,0.0,1.0061647715553192
8847,0.0,1.0061647715553192
7035,0.0,1.0061647715553192
8090,0.0,1.0061647715553192
2985,0.0,1.0061647715553192
7561,0.0,1.0042298393023283
4753,0.0,1.0042298393023283
507,0.0,0.9984250425433554
1097,0.0,0.9984250425433554
98,0.0,0.9984250425433554
378,0.0,0.9984250425433554
1999,0.0,0.9984250425433554
5303,0.0,0.9984250425433554
2794,0.0,0.9984250425433554
8899,0.0,0.9964901102903644
1698,0.0,0.9964901102903643
4378,0.0,0.9964901102903643
7822,0.0,0.9964901102903643
9475,0.0,0.9964901102903643
6673,0.0,0.9945551780373735
1167,0.0,0.9945551780373733
3842,0.0,0.9926202457843823
6517,0.0,0.9926202457843823
1109,0.0,0.9906853135313914
6413,0.0,0.9906853135313914
610,0.0,0.9906853135313912
1130,0.0,0.9868154490254094
6026,0.0,0.9868154490254094
3161,0.0,0.9868154490254094
9050,0.0,0.9868154490254094
3141,0.0,0.9868154490254094
5874,0.0,0.9868154490254094
2589,0.0,0.9868154490254094
2725,0.0,0.9868154490254094
4126,0.0,0.9868154490254094
7573,0.0,0.9868154490254094
3600,0.0,0.9868154490254094
7272,0.0,0.9868154490254094
4432,0.0,0.9868154490254094
7959,0.0,0.9868154490254094
4211,0.0,0.9868154490254094
2323,0.0,0.9868154490254094
1832,0.0,0.9868154490254094
8559,0.0,0.9868154490254094
4033,0.0,0.9868154490254094
5170,0.0,0.9868154490254094
4702,0.0,0.9868154490254094
8051,0.0,0.9868154490254094
523,0.0,0.9868154490254094
6661,0.0,0.9868154490254094
723,0.0,0.9868154490254094
9296,0.0,0.9868154490254094
5576,0.0,0.9868154490254094
7084,0.0,0.9829455845194275
2902,0.0,0.9829455845194275
192,0.0,0.9829455845194275
1243,0.0,0.9829455845194275
1866,0.0,0.9810106522664364
8225,0.0,0.9810106522664364
6049,0.0,0.9810106522664364
5972,0.0,0.9771407877604545
9347,0.0,0.9752058555074634
1906,0.0,0.9752058555074634
8870,0.0,0.9752058555074634
8121,0.0,0.9752058555074634
4177,0.0,0.9752058555074634
8568,0.0,0.9674661264954995
1273,0.0,0.9674661264954995
1625,0.0,0.9674661264954995
3387,0.0,0.9674661264954995
3142,0.0,0.9674661264954995
56,0.0,0.9674661264954995
2867,0.0,0.9674661264954995
1998,0.0,0.9674661264954995
4060,0.0,0.9674661264954995
704,0.0,0.9674661264954995
4771,0.0,0.9674661264954995
8458,0.0,0.9674661264954995
1378,0.0,0.9674661264954995
7226,0.0,0.9674661264954995
1697,0.0,0.9674661264954995
2777,0.0,0.9674661264954995
4923,0.0,0.9674661264954995
5056,0.0,0.9674661264954995
1504,0.0,0.9674661264954995
4414,0.0,0.9674661264954995
5910,0.0,0.9674661264954992
9898,0.0,0.9674661264954992
995,0.0,0.964757221341312
3695,0.0,0.9635962619895174
4551,0.0,0.9635962619895174
9555,0.0,0.9635962619895174
4472,0.0,0.9597263974835355
5347,0.0,0.9597263974835355
8074,0.0,0.9577914652305444
9937,0.0,0.9577914652305444
4658,0.0,0.9577914652305444
9561,0.0,0.9577914652305444
9384,0.0,0.9558565329775535
9262,0.0,0.9558565329775535
6406,9739.144,0.9519866684715714
581,0.0,0.9519866684715714
9726,0.0,0.9519866684715714
5937,0.0,0.9519866684715714
7547,0.0,0.9519866684715714
1666,0.0,0.9519866684715714
3703,0.0,0.9519866684715714
306,0.0,0.9519866684715714
2229,0.0,0.9519866684715714
1031,0.0,0.9519866684715714
1890,0.0,0.9500517362185804
6667,0.0,0.9500517362185804
4960,0.0,0.9481168039655894
8429,0.0,0.9481168039655894
9581,0.0,0.9481168039655894
4884,0.0,0.9481168039655894
8220,0.0,0.9481168039655894
190,0.0,0.9481168039655894
7747,0.0,0.9481168039655894
9518,0.0,0.9481168039655894
1001,0.0,0.9481168039655894
3897,0.0,0.9481168039655893
2392,0.0,0.9481168039655893
1318,0.0,0.9461818717125984
7288,0.0,0.9442469394596074
288,0.0,0.9442469394596074
3095,0.0,0.9442469394596074
5168,0.0,0.9442469394596074
1772,0.0,0.9403770749536254
2416,0.0,0.9384421427006344
9896,0.0,0.9384421427006344
5720,0.0,0.9365072104476434
9464,0.0,0.9365072104476434
7054,0.0,0.9365072104476433
8785,0.0,0.9345722781946524
2635,0.0,0.9345722781946524
8842,0.0,0.9326373459416614
4972,0.0,0.9326373459416614
9198,0.0,0.9287674814356794
8645,0.0,0.9287674814356794
7589,0.0,0.9287674814356794
5968,0.0,0.9287674814356794
9314,0.0,0.9287674814356794
9261,0.0,0.9287674814356794
6300,0.0,0.9287674814356794
6678,0.0,0.9287674814356794
6780,0.0,0.9287674814356794
6957,0.0,0.9287674814356794
9204,0.0,0.9287674814356794
8576,0.0,0.9287674814356794
8222,0.0,0.9287674814356794
7801,0.0,0.9287674814356794
9118,0.0,0.9287674814356794
6869,0.0,0.9287674814356794
9085,0.0,0.9287674814356794
7613,0.0,0.9287674814356794
126,0.0,0.9287674814356794
7375,0.0,0.9287674814356794
7700,0.0,0.9287674814356794
361,0.0,0.9287674814356794
7617,0.0,0.9287674814356794
6060,0.0,0.9287674814356794
7732,0.0,0.9287674814356794
9124,0.0,0.9287674814356794
7177,0.0,0.9287674814356794
296,0.0,0.9287674814356794
6376,0.0,0.9287674814356794
6676,0.0,0.9287674814356794
100,0.0,0.9287674814356794
8795,0.0,0.9287674814356794
6691,0.0,0.9287674814356794
769,0.0,0.9287674814356794
7571,0.0,0.9287674814356794
9220,0.0,0.9287674814356794
9044,0.0,0.9287674814356794
7031,0.0,0.9287674814356794
9843,0.0,0.9287674814356794
7506,0.0,0.9287674814356794
8350,0.0,0.9287674814356794
9420,0.0,0.9287674814356794
516,0.0,0.9287674814356794
274,0.0,0.9287674814356794
7311,0.0,0.9287674814356794
7300,0.0,0.9287674814356794
7431,0.0,0.9287674814356794
8875,0.0,0.9287674814356794
153,0.0,0.9287674814356794
7433,0.0,0.9287674814356794
6947,0.0,0.9287674814356794
7942,0.0,0.9287674814356794
6708,0.0,0.9287674814356794
1021,0.0,0.9287674814356794
9052,0.0,0.9287674814356794
7910,0.0,0.9287674814356794
6059,0.0,0.9287674814356794
8859,0.0,0.9287674814356794
8853,0.0,0.9287674814356794
6241,0.0,0.9287674814356794
8779,0.0,0.9287674814356794
799,0.0,0.9287674814356794
7255,0.0,0.9287674814356794
8493,0.0,0.9287674814356794
177,0.0,0.9287674814356794
7109,0.0,0.9287674814356794
6530,0.0,0.9287674814356794
9637,0.0,0.9287674814356794
4987,0.0,0.9287674814356794
1226,0.0,0.9287674814356794
3859,0.0,0.9287674814356794
4425,0.0,0.9287674814356794
4275,0.0,0.9287674814356794
2558,0.0,0.9287674814356794
4122,0.0,0.9287674814356794
4098,0.0,0.9287674814356794
4096,0.0,0.9287674814356794
4091,0.0,0.9287674814356794
4061,0.0,0.9287674814356794
4042,0.0,0.9287674814356794
2699,0.0,0.9287674814356794
3983,0.0,0.9287674814356794
3645,0.0,0.9287674814356794
2523,0.0,0.9287674814356794
2739,0.0,0.9287674814356794
3621,0.0,0.9287674814356794
3534,0.0,0.9287674814356794
3433,0.0,0.9287674814356794
3310,0.0,0.9287674814356794
3232,0.0,0.9287674814356794
1910,0.0,0.9287674814356794
3107,0.0,0.9287674814356794
3094,0.0,0.9287674814356794
2986,0.0,0.9287674814356794
2807,0.0,0.9287674814356794
1990,0.0,0.9287674814356794
1561,0.0,0.9287674814356794
2978,0.0,0.9287674814356794
1449,0.0,0.9287674814356794
5427,0.0,0.9287674814356794
5354,0.0,0.9287674814356794
5297,0.0,0.9287674814356794
5933,0.0,0.9287674814356794
2329,0.0,0.9287674814356794
5259,0.0,0.9287674814356794
5149,0.0,0.9287674814356794
5545,0.0,0.9287674814356794
2167,0.0,0.9287674814356794
2386,0.0,0.9287674814356794
5514,0.0,0.9287674814356794
4899,0.0,0.9287674814356794
1486,0.0,0.9287674814356794
5554,0.0,0.9287674814356794
4666,0.0,0.9287674814356794
5571,0.0,0.9287674814356794
1518,0.0,0.9287674814356794
2490,0.0,0.9287674814356794
5915,0.0,0.9287674814356794
5506,0.0,0.9287674814356794
7809,0.0,0.9268325491826884
9391,894.1113,0.9248976169296974
697,0.0,0.9229626846767064
4463,0.0,0.9210277524237154
1656,0.0,0.9190928201707245
2065,0.0,0.9190928201707245
5964,0.0,0.9190928201707244
6248,0.0,0.9190928201707244
7421,0.0,0.9171578879177334
7520,0.0,0.9171578879177334
5708,0.0,0.9171578879177334
606,0.0,0.9171578879177334
4052,0.0,0.9171578879177334
2198,0.0,0.9154993745580268
4654,0.0,0.9132880234117514
3938,0.0,0.9132880234117514
6157,0.0,0.9113530911587604
882,0.0,0.9113530911587604
7524,0.0,0.9094181589057695
4175,0.0,0.9094181589057695
3038,0.0,0.9094181589057695
5106,0.0,0.9094181589057695
7674,0.0,0.9094181589057695
7042,0.0,0.9094181589057695
5267,0.0,0.9094181589057695
5523,0.0,0.9094181589057695
743,0.0,0.9094181589057695
6109,0.0,0.9094181589057695
6200,0.0,0.9094181589057695
8302,0.0,0.9094181589057695
3633,0.0,0.9094181589057694
6688,0.0,0.9094181589057694
5583,0.0,0.9094181589057694
6803,0.0,0.9094181589057694
7298,0.0,0.9055482943997875
9032,0.0,0.9055482943997875
8352,0.0,0.9055482943997875
9844,0.0,0.9055482943997875
3071,0.0,0.9055482943997875
2921,0.0,0.9055482943997875
2284,0.0,0.9055482943997875
7795,0.0,0.9055482943997875
5313,0.0,0.9036133621467964
5907,0.0,0.9036133621467964
8770,0.0,0.8997434976408144
3725,0.0,0.8997434976408144
7797,0.0,0.8997434976408144
4531,0.0,0.8978085653878235
7404,0.0,0.8978085653878235
8913,0.0,0.8978085653878235
7704,0.0,0.8978085653878234
8145,0.0,0.8969793087079702
4931,0.0,0.8958736331348324
4255,0.0,0.8939387008818415
5802,0.0,0.8939387008818415
4245,0.0,0.8939387008818415
2213,0.0,0.8939387008818415
1484,0.0,0.8939387008818415
1320,0.0,0.8939387008818415
9953,0.0,0.8939387008818415
932,0.0,0.8900688363758594
7590,0.0,0.8900688363758594
3636,0.0,0.8900688363758594
6818,0.0,0.8900688363758594
5644,0.0,0.8900688363758594
6964,0.0,0.8900688363758594
5666,0.0,0.8900688363758594
2574,0.0,0.8900688363758594
8902,0.0,0.8900688363758594
97,0.0,0.8900688363758594
4515,0.0,0.8900688363758594
6383,0.0,0.8900688363758594
957,0.0,0.8900688363758594
1777,0.0,0.8900688363758593
5612,0.0,0.8900688363758593
7996,0.0,0.8900688363758593
3324,0.0,0.8900688363758593
6613,0.0,0.8900688363758593
4277,0.0,0.8900688363758593
6064,0.0,0.8900688363758593
6549,0.0,0.8881339041228684
9409,0.0,0.8861989718698775
2094,0.0,0.8861989718698775
7305,0.0,0.8861989718698775
2748,0.0,0.8861989718698774
6624,0.0,0.8861989718698774
1413,0.0,0.8845404585101708
1595,0.0,0.8842640396168865
2666,0.0,0.8823291073638955
8786,0.0,0.8823291073638955
7565,0.0,0.8823291073638955
3833,0.0,0.8823291073638955
2454,0.0,0.8823291073638955
4057,0.0,0.8803941751109046
2727,0.0,0.8803941751109046
4479,0.0,0.8803941751109045
6027,0.0,0.8756950539250692
9512,0.0,0.8745893783519315
7938,0.0,0.8745893783519314
7142,0.0,0.8745893783519314
4939,0.0,0.8745893783519314
2540,0.0,0.8726544460989405
1454,0.0,0.8707195138459495
1259,0.0,0.8707195138459495
5812,0.0,0.8707195138459495
1119,0.0,0.8707195138459495
7771,0.0,0.8707195138459495
6073,0.0,0.8707195138459495
6432,0.0,0.8707195138459495
2033,0.0,0.8707195138459495
7841,0.0,0.8707195138459495
8467,0.0,0.8707195138459495
9103,0.0,0.8707195138459495
3523,0.0,0.8707195138459495
6856,0.0,0.8707195138459495
7024,0.0,0.8707195138459495
372,0.0,0.8707195138459495
5033,0.0,0.8707195138459495
8244,0.0,0.8707195138459495
998,0.0,0.8707195138459495
2802,0.0,0.8707195138459495
2381,0.0,0.8707195138459495
5260,0.0,0.8668496493399674
2987,0.0,0.8668496493399674
1784,0.0,0.8668496493399674
198,0.0,0.8668496493399674
7188,0.0,0.8649147170869764
9968,0.0,0.8629797848339854
9407,0.0,0.8610448525809945
7634,0.0,0.8591099203280035
2854,0.0,0.8591099203280035
4697,0.0,0.8591099203280035
3504,0.0,0.8552400558220214
745,0.0,0.8533051235690304
4270,0.0,0.8513701913160395
9360,0.0,0.8513701913160395
3571,0.0,0.8513701913160395
3425,0.0,0.8513701913160395
9585,0.0,0.8513701913160395
2770,0.0,0.8513701913160395
5560,0.0,0.8513701913160395
3630,0.0,0.8513701913160395
6867,0.0,0.8513701913160395
2102,0.0,0.8513701913160394
1061,0.0,0.8513701913160394
111,0.0,0.8513701913160394
6099,0.0,0.8513701913160394
4683,0.0,0.8513701913160394
6131,0.0,0.8513701913160394
4313,0.0,0.8513701913160394
6252,0.0,0.8475003268100575
9459,0.0,0.8455653945570666
9895,4070.5208,0.8436304623040755
2043,0.0,0.8436304623040753
1634,0.0,0.8436304623040753
2390,0.0,0.8436304623040753
6669,0.0,0.8416955300510844
6738,0.0,0.8416955300510844
6526,0.0,0.8416955300510844
3477,0.0,0.8416955300510844
9777,0.0,0.8416955300510844
3900,0.0,0.8416955300510844
6936,0.0,0.8416955300510844
5166,0.0,0.8397605977980935
3644,0.0,0.8397605977980934
778,0.0,0.8358907332921115
8782,0.0,0.8358907332921115
6191,0.0,0.8358907332921115
3155,0.0,0.8358907332921115
9003,0.0,0.8358907332921115
2510,0.0,0.8358907332921115
4911,0.0,0.8358907332921115
3325,0.0,0.8358907332921115
8648,0.0,0.8358907332921115
4809,0.0,0.8358907332921115
8347,0.0,0.8358907332921115
4049,0.0,0.8358907332921115
9560,0.0,0.8358907332921115
462,0.0,0.8358907332921115
8401,0.0,0.8358907332921115
506,0.0,0.8358907332921115
2941,0.0,0.8358907332921115
9935,0.0,0.8358907332921115
3981,0.0,0.8358907332921115
8426,0.0,0.8358907332921115
6127,0.0,0.8358907332921115
1687,0.0,0.8358907332921115
5355,0.0,0.8358907332921115
2654,0.0,0.8358907332921115
8445,0.0,0.8358907332921115
6608,0.0,0.8358907332921115
5065,0.0,0.8358907332921115
4394,0.0,0.8358907332921115
3543,0.0,0.8358907332921115
1063,0.0,0.8358907332921115
4413,0.0,0.8358907332921115
8527,0.0,0.8358907332921115
2752,0.0,0.8358907332921115
6227,0.0,0.8358907332921115
753,0.0,0.8320208687861295
1387,0.0,0.8320208687861294
375,0.0,0.8320208687861294
6607,0.0,0.8320208687861294
7028,0.0,0.8320208687861294
3075,0.0,0.8320208687861294
8392,0.0,0.8300859365331384
6268,0.0,0.8292566798532852
3458,0.0,0.8281510042801475
712,0.0,0.8281510042801475
3793,0.0,0.8281510042801474
3998,0.0,0.8242811397741655
8369,0.0,0.8242811397741655
7619,0.0,0.8242811397741655
3345,0.0,0.8242811397741655
8922,0.0,0.8223462075211746
3915,0.0,0.8204112752681835
8606,0.0,0.8204112752681835
9172,0.0,0.8126715462562195
9122,0.0,0.8126715462562195
6401,0.0,0.8126715462562195
3031,0.0,0.8126715462562195
2369,0.0,0.8126715462562195
5503,0.0,0.8126715462562195
6710,0.0,0.8126715462562195
6822,0.0,0.8126715462562195
9322,0.0,0.8126715462562195
5866,0.0,0.8126715462562195
6497,0.0,0.8126715462562195
2097,0.0,0.8126715462562195
5764,0.0,0.8126715462562195
8758,0.0,0.8126715462562195
5062,0.0,0.8126715462562195
1803,0.0,0.8126715462562195
1699,0.0,0.8126715462562195
3943,0.0,0.8126715462562195
7662,0.0,0.8126715462562195
4391,0.0,0.8126715462562195
8119,0.0,0.8126715462562195
3932,0.0,0.8126715462562195
3909,0.0,0.8126715462562195
8415,0.0,0.8126715462562195
4446,0.0,0.8126715462562195
3865,0.0,0.8126715462562195
2503,0.0,0.8126715462562195
8226,0.0,0.8126715462562195
7280,0.0,0.8126715462562195
479,0.0,0.8126715462562195
2417,0.0,0.8126715462562195
7096,0.0,0.8126715462562195
1749,0.0,0.8126715462562195
4983,0.0,0.8126715462562195
7990,0.0,0.8126715462562195
6758,0.0,0.8107366140032286
9324,0.0,0.8103496275526303
8193,0.0,0.8088016817502375
2907,0.0,0.8088016817502375
6604,0.0,0.8068667494972465
8232,0.0,0.8068667494972465
9567,0.0,0.8049318172442556
9331,0.0,0.8049318172442556
6939,0.0,0.8010619527382735
2605,0.0,0.8010619527382735
